,genre_ids,id,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,release_month
1218,[],412135,Dark Adaptation,A shimmering vision of refracted light and pure prismatic colour.,0.6,2016-09-08,Dark Adaptation,0.0,0,2016.0,9.0
1219,[18],535327,El Verdadero Final (Adaptación),"A young woman receives the serious news about her friend, where she contains a disease that will end her life but a proposal changes everything.",0.6,,The True End (Adaptation),0.0,0,,
1220,[],398825,Three Adaptation Studies,"Three-part short film. In 'Blindfold Catching', a blindfolded Acconci reacts, flinching and lunging, as rubber balls are repeatedly thrown at him from off-screen. In 'Soap &amp; Eyes', he tries to keep his eyes open after dousing his face with soapsuds, resulting in a tragicomic clown face. In 'Hand and Mouth', he repeatedly forces his fist into his mouth until he gags.",0.6,1970-01-01,Three Adaptation Studies,0.0,0,1970.0,1.0
1221,[16],412382,ゼーガペイン Adaptation（アダプテーション）,Animation studio Sunrise has announced at AnimeJapan 2016 that its 2006 mecha anime series Zegapain will be re-edited into a movie titled Zegapain ADP. The movie will also include new scenes not present in the TV anime.,0.6,2016-10-15,Zegapain Adaptation,0.0,0,2016.0,10.0
1222,"[28, 12]",62128,Raiders of the Lost Ark - The Adaptation,"After seeing Raiders of the Lost Ark in 1981, three 12 year old friends, Chris Strompolos, Eric Zala and Jayson Lamb, began filming their own shot-by-shot adaptation of the Spielberg classic in the backyards of their Mississippi homes. After 6 years, the film was ready.",0.986,1989-01-01,Raiders of the Lost Ark - The Adaptation,6.7,9,1989.0,1.0
1223,[27],306692,Three:15am - Two Sentence Horror Adaptation - Daddy... There's Something On My Bed...,a short film by Koh Chong Wu.,0.6,2014-03-06,Three:15am - Two Sentence Horror Adaptation - Daddy... There's Something On My Bed...,0.0,0,2014.0,3.0
1224,"[27, 878]",2929,Frankenstein,"Frankenstein, a young medical student, trying to create the perfect human being, instead creates a misshapen monster. Made ill by what he has done, Frankenstein is comforted by his fiancée; but on his wedding night he is visited by the monster.",3.83,1910-03-18,Frankenstein,6.2,64,1910.0,3.0
1225,"[10770, 18]",462788,An Enemy of the People,"Set in a Norwegian hamlet, an idealistic physician discovers that the town's hot springs are contaminated. But with the community relying on the spa for tourist dollars, his warning to the powers that be fall on deaf ears.",0.877,1966-12-02,An Enemy of the People,0.0,0,1966.0,12.0
1226,"[53, 80, 9648]",2252,Eastern Promises,"A Russian teenager, living in London, dies during childbirth but leaves clues to a midwife in her journal, that could tie her child to a rape involving a violent Russian mob family.",11.476,2007-09-14,Eastern Promises,7.3,1493,2007.0,9.0
1227,[],554789,Promises,"As man and a woman cruise the streets of Los Angeles, they entice a young couple to follow them for a night of earthly pleasures. But what the young couple doesn't know is that their charismatic hosts are not quite human. Oh Dear. It’s all about atmosphere. Looks. Lust. Awe. And a powerful monolith.  ""Promises"" by The Presets",1.4,,Promises,0.0,0,,
1228,[99],38880,Promises,"Documentarians Justine Shapiro and B.Z. Goldberg traveled to Israel to interview Palestinian and Israeli kids ages 11 to 13, assembling their views on living in a society afflicted with violence, separatism and religious and political extremism. This 2002 Oscar nominee for Best Feature Documentary culminates in an astonishing day in which two Israeli children meet Palestinian youngsters at a refugee camp.",1.355,2001-01-01,Promises,7.9,19,2001.0,1.0
1229,"[18, 10751, 9648]",353287,Promises,"Self made millionaire Rolando Dominguez (Carlos Guerrero) could not resist the tempting pleasures that came with his  success and now finds himself homeless, demented, and tormented by flashbacks of his regretful mistakes and broken  promises to his missing son Rollie (Carlos Guerrero Jr.). Rolando struggles with his guilt as he faces the harsh  reality that the fortune he worked for in his pursuit of happiness is the very thing that has destroyed his life... Meanwhile  Detective Stevens (Steven Bauer - Scarface, Ray Donovan) has vowed to bring Rollie back home to his desperate mother  Vanessa (Carmen Lopez) who’s six month agony has led her to question her faith while clinging on to the last bit of hope to see her son again.",1.125,2015-09-29,Promises,0.0,0,2015.0,9.0
1230,[16],390648,約束,It was a season when the tree leaves turn red.  There was a woman crying in front of the child’s [body].  She takes the shadow off.  .  .  her dead son.  Just to stay with him she runs with the shadow in her arms through the town at night.  Then she makes a promise.  .  .,0.6,2011-01-01,Promises,0.0,0,2011.0,1.0
1231,"[35, 10749]",89292,Hard Promises,"A man who doesn't like stable work environments has been away for too many years, and finds out his wife has divorced him and is planning to remarry. He comes home to confront her, trying to convince her not to get married, aided by the daughter, who loves him despite his wandering ways. The couple finds out they still have feelings for each other but must decide how best to handle the contradiction of their lifestyles.",1.4,1991-09-14,Hard Promises,5.0,2,1991.0,9.0
1232,[],567663,Promises,"Latchkey kids lose touch when one of them moves away, only to reconnect years later without realizing it, having changed their names to escape their pasts. Once they realize who each other are; they are able heal the wounds of their pasts.",0.6,2017-03-17,Promises,0.0,0,2017.0,3.0
1233,[],411180,Promises,A film by Anri Sala,0.6,2001-01-01,Promises,0.0,0,2001.0,1.0
1234,[],354504,Promises,2003 short by Muller,0.6,2003-08-14,Promises,0.0,0,2003.0,8.0
1235,"[35, 10749]",45230,Promises! Promises!,"After a drunken spree on a cruise ship, two women discover that they're pregnant, and set out to find who the fathers are.",0.6,1963-08-01,Promises! Promises!,4.8,2,1963.0,8.0
1236,[18],36188,犬と私の10の約束,"One day a puppy comes to the house of Akari, who has just turned twelve, and was trying hard to act strong after her mother suddenly fell ill. She immediately falls in love with the puppy and names it ""Socks"" after the paws which looked like they had white socks on. Akari was together with Socks day and night. However, as Akari grows up, her feelings and interest moves away from Socks. Year by year, their distance grows, which also leads to her physical distance as she moves to a far off city, and must leave Socks behind to a childhood friend.One day Akari remembers the 10 promises that she had made with Socks and her deceased mother...",1.798,2008-03-15,10 Promises to My Dog,7.4,14,2008.0,3.0
1237,[18],118083,Promises in the Dark,"A young doctor, Alexandra Kendall, seeking change while recovering from a recent heartbreak, moves from Chicago, Illinois to Hartford, Connecticut. She joins the West Hartford medical practice of Dr. Walter McInterny, a doctor approaching retirement age. 17-year-old Elizabeth ""Buffy"" Koenig is a precocious student at West Hartford's William Hall High School. Her boyfriend Gerry is a football player at Hall High. While Dr. McInterny is away on vacation, longtime patient Buffy hurts her leg while harmlessly kicking a soccer ball during Gerry's nearby football practice. At the hospital, Dr. Kendall finds that not only is the leg broken, but the bone was also weakened by cancer. Dr. Kendall treats Buffy and the two develop a bond that extends beyond the doctor-patient relationship; Dr. Kendall is drawn to Buffy's humor and raw honesty.",1.05,1979-11-02,Promises in the Dark,6.7,3,1979.0,11.0
1238,"[16, 14, 12, 9648]",540294,約束の七夜祭り,"Shoma Mihara, a freshman in high school, receives a sudden message from his friend Atsushi inviting him to meet again at a mysterious festival. Having been unable to contact Atsushi for three and a half years, Shoma jumps at the chance and heads to join the Starlight Festival, held in a deserted mountain village. Once there, Shoma searches for Atsushi but finds no trace of him. Instead Shoma meets Shiori, a young woman who’s also looking for someone. Kana, the director of the Starlight Festival, assures Shoma that he’ll be able to reunite with Atsushi before the festivities end. Both Shoma and Shiori end up helping with preparations, only to find themselves pulled deeper and deeper into a series of strange happenings. Will Shoma be able to meet his dear friend...?",1.634,2018-08-03,Starlight Promises,5.5,2,2018.0,8.0
1239,[18],212083,Broken Promises: Taking Emily Back,"Ever since Pam Cheney (Cheryl Ladd) lost her baby during labor, she has been struggling with depression. She is not only supported by her loving, but hard working husband Sean (Robert Desiderio), but also by her friends Ella (Polly Draper) and Terry Sabin (D. David Morin), who have also lost a baby at age three. One year after labor, Pam decides to finally take a proposal to adopt a toddler. Going through official agencies proves unsuccessful, partly due to Pam's age, partly due to the growing demand of adoption. She is advised to take care of an orphaned teenager instead, but Sean refuses this option.",1.09,1993-12-25,Broken Promises: Taking Emily Back,0.0,0,1993.0,12.0
1240,[18],527061,Promises are forever,"A love struck young man makes a promise to his childhood sweetheart to save his love for her when she is sent abroad by her parents to study, however when she returns his situation is a lot more complicated than it initially seems.",0.84,2017-08-09,Promises are forever,0.0,0,2017.0,8.0
1241,[],268376,Easter Promises,A depiction of the annual torments of the holidays.,0.6,,Easter Promises,0.0,0,,
1242,"[80, 53]",524660,Body Cross,An undercover Russian agent who has risen to become the trusted lieutenant of a London mafia boss is instructed to assassinate one of his fellow countrymen.,0.6,,Body Cross,0.0,0,,
1243,"[18, 10749]",123029,Promises Written in Water,"Kevin Stiff, a young photographer takes in his hands the task of fulfill the last wishes of Mallory, a dying beautiful young woman, including getting a job in a funeral parlor so he can oversee her cremation. This causes on him an uncomfortable self-reflection,changing the lens through which he views death.",0.736,2010-09-07,Promises Written in Water,10.0,1,2010.0,9.0
1244,"[10770, 18]",307310,Promises to Keep,An aging cowboy returns to the family he abandoned 30 years ago with a terrifying secret.,0.661,1985-10-15,Promises to Keep,5.0,1,1985.0,10.0
1245,"[10402, 35]",206032,Promesse di marinaio,,0.6,1958-07-07,A Sailor's Promises,0.0,0,1958.0,7.0
1246,[99],54714,The Trials of Henry Kissinger,"This riveting documentary depicts former Secretary of State Henry Kissinger as a warmonger responsible for military cover-ups in Vietnam, Cambodia and East Timor, as well as the assassination of a Chilean leader in 1970. Based on a book by journalist Christopher Hitchens, the film includes interviews with historians, political analysts and such journalists as New York Times writer William Safire, a former Nixon speechwriter.",0.648,2002-09-29,The Trials of Henry Kissinger,7.3,10,2002.0,9.0
1247,"[18, 10749]",102,Elsker dig for evigt,"Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.",4.973,2002-09-06,Open Hearts,7.6,39,2002.0,9.0
