,Title,Director,Release Date,Revenue,Writers,Rotten Tomatoes Review,Number of RT Reviews,Release Year,Genres,Average IMDB Rating,Number of IMDB Votes,Popularity,Average TMDB Rating,Number of TMDB Votes,Release Month,director0,director0,director0,director_0
3400,Venus in Fur,['Roman Polanski'],"Jun 20, 2014","$153,625","['David Ives', 'Roman Polanski']",88%,111.0,2014.0,,,,6.12,7.3,324.0,5.0,['Roman Polanski'],['Roman Polanski'],['Roman Polanski'],['Roman Polanski']
8032,The Skeleton Twins,['Craig Johnson'],"Sep 12, 2014","

                                93 minutes
                            
","['Mark Heyman', 'Craig Johnson']",86%,155.0,2014.0,"Comedy,Drama,Romance",6.8,36457.0,7.749,6.7,389.0,9.0,['Craig Johnson'],['Craig Johnson'],['Craig Johnson'],['Craig Johnson']
8034,Omar,['Hany Abu-Assad'],"Feb 21, 2014","

                                96 minutes
                            
",['Hany Abu-Assad'],89%,84.0,2014.0,,,,0.6,8.0,1.0,8.0,['Hany Abu-Assad'],['Hany Abu-Assad'],['Hany Abu-Assad'],['Hany Abu-Assad']
8059,Night Moves,['Arthur Penn'],"Jul 12, 2005","
                        
                            WARNER BROTHERS PICTURES
                        
                    ",['Alan Sharp'],86%,145.0,2014.0,,,,7.429,5.7,153.0,4.0,['Arthur Penn'],['Arthur Penn'],['Arthur Penn'],['Arthur Penn']
8084,Cheap Thrills,['E.L. Katz'],"Mar 21, 2014","

                                85 minutes
                            
","['David Chirchirillo', 'Trent Haaga']",88%,95.0,2014.0,,,,4.468,6.4,209.0,3.0,['E.L. Katz'],['E.L. Katz'],['E.L. Katz'],['E.L. Katz']
8086,A Field in England,['Ben Wheatley'],"Feb 7, 2014","$30,716","['Ben Wheatley', 'Amy Jump']",89%,70.0,2014.0,,,,4.794,6.4,112.0,7.0,['Ben Wheatley'],['Ben Wheatley'],['Ben Wheatley'],['Ben Wheatley']
8087,The Kill Team,['Dan Krauss'],"Jul 25, 2014","

                                79 minutes
                            
","['Dan Krauss', 'Linda Davis', 'Lawrence Lerew']",90%,42.0,2014.0,,,,1.411,0.0,0.0,4.0,['Dan Krauss'],['Dan Krauss'],['Dan Krauss'],['Dan Krauss']
8091,Closed Curtain,"['Kambuzia Partovi', 'Kambozia Partovi', 'Jafar Panahi']","Jul 9, 2014","
                        
                            Variance Films
                        
                    ",['Jafar Panahi'],90%,41.0,2014.0,,,,0.91,7.5,8.0,2.0,"['Kambuzia Partovi', 'Kambozia Partovi', 'Jafar Panahi']","['Kambuzia Partovi', 'Kambozia Partovi', 'Jafar Panahi']","['Kambuzia Partovi', 'Kambozia Partovi', 'Jafar Panahi']","['Kambuzia Partovi', 'Kambozia Partovi', 'Jafar Panahi']"
8093,Siddharth,['Richie Mehta'],"Jun 27, 2014","

                                96 minutes
                            
",['Richie Mehta'],90%,40.0,2014.0,,,,1.188,9.0,3.0,10.0,['Richie Mehta'],['Richie Mehta'],['Richie Mehta'],['Richie Mehta']
10804,Alan Partridge,['Declan Lowney'],"Apr 4, 2014","$153,146","['Armando Iannucci', 'Rob Gibbons', 'Peter Baynham', 'Steve Coogan', 'Neil Gibbons']",87%,105.0,2014.0,,,,,,,,['Declan Lowney'],['Declan Lowney'],['Declan Lowney'],['Declan Lowney']
10804,Adieu au langage,['Jean-Luc Godard'],"Oct 29, 2014","

                                70 minutes
                            
",['Jean-Luc Godard'],,,,,,,,,,,['Jean-Luc Godard'],['Jean-Luc Godard'],['Jean-Luc Godard'],['Jean-Luc Godard']
8113,The Good Lie,"['Philippe Falardeau', 'Shawn Linden']","Oct 3, 2014","

                                110 minutes
                            
","['Margaret Nagle', 'Shawn Linden']",87%,86.0,2014.0,"Biography,Drama",7.4,24926.0,7.63,7.4,283.0,6.0,"['Philippe Falardeau', 'Shawn Linden']","['Philippe Falardeau', 'Shawn Linden']","['Philippe Falardeau', 'Shawn Linden']","['Philippe Falardeau', 'Shawn Linden']"
8117,Inside Out,['David Ogden'],"Jun 13, 2005","

                                93 minutes
                            
",['David Ogden'],98%,350.0,2015.0,"Adventure,Animation,Comedy",8.2,525864.0,25.318,8.0,12165.0,6.0,['David Ogden'],['David Ogden'],['David Ogden'],['David Ogden']
8157,Selma,['Ava DuVernay'],"Jan 9, 2015","

                                127 minutes
                            
",['Paul Webb'],99%,294.0,2015.0,,,,8.556,7.5,1295.0,12.0,['Ava DuVernay'],['Ava DuVernay'],['Ava DuVernay'],['Ava DuVernay']
8173,Brooklyn,['John Crowley'],"Nov 4, 2015","$30,459,009",['Nick Hornby'],97%,260.0,2015.0,"Drama,Romance",7.5,115600.0,9.216,7.3,1854.0,10.0,['John Crowley'],['John Crowley'],['John Crowley'],['John Crowley']
3606,Creed,['Ryan Coogler'],"Nov 25, 2015","$81,157,671","['Ryan Coogler', 'Aaron Covington']",95%,289.0,2015.0,"Drama,Sport",7.6,220211.0,21.888,7.3,3805.0,11.0,['Ryan Coogler'],['Ryan Coogler'],['Ryan Coogler'],['Ryan Coogler']
8213,It Follows,['David Robert Mitchell'],"Apr 3, 2015","$10,705,259",['David Robert Mitchell'],96%,244.0,2015.0,Documentary,7.2,12.0,20.553,6.5,3347.0,11.0,['David Robert Mitchell'],['David Robert Mitchell'],['David Robert Mitchell'],['David Robert Mitchell']
8215,Carol,['Todd Haynes'],"Nov 20, 2015","$8,518,148",['Phyllis Nagy'],94%,290.0,2015.0,"Drama,Romance",7.2,99033.0,11.414,7.4,1865.0,11.0,['Todd Haynes'],['Todd Haynes'],['Todd Haynes'],['Todd Haynes']
1339,Shaun the Sheep Movie,"['Mark Burton', 'Richard Starzak']","Aug 5, 2015","

                                84 minutes
                            
","['Mark Burton', 'Richard Starzak']",99%,163.0,2015.0,"Adventure,Animation,Comedy",7.4,32450.0,10.286,6.9,681.0,2.0,"['Mark Burton', 'Richard Starzak']","['Mark Burton', 'Richard Starzak']","['Mark Burton', 'Richard Starzak']","['Mark Burton', 'Richard Starzak']"
10804,The Martian,['Ridley Scott'],"Oct 2, 2015","$202,313,768",['Drew Goddard'],91%,352.0,2015.0,"Adventure,Drama,Sci-Fi",8.0,668112.0,,,,,['Ridley Scott'],['Ridley Scott'],['Ridley Scott'],['Ridley Scott']
8237,Room,['Tommy Wiseau'],"Jun 27, 2003","

                                84 minutes
                            
",['Tommy Wiseau'],93%,295.0,2015.0,"Drama,Thriller",8.2,309236.0,19.527,8.1,5118.0,10.0,['Tommy Wiseau'],['Tommy Wiseau'],['Tommy Wiseau'],['Tommy Wiseau']
8257,45 Years,['Andrew Haigh'],"Dec 23, 2015","$3,489,919",['Andrew Haigh'],97%,194.0,2015.0,"Drama,Romance",7.1,27611.0,6.344,6.5,414.0,8.0,['Andrew Haigh'],['Andrew Haigh'],['Andrew Haigh'],['Andrew Haigh']
8280,Son of Saul,['László Nemes'],"Dec 18, 2015","

                                107 minutes
                            
",['Clara Royer'],95%,220.0,2015.0,"Drama,War",7.5,38606.0,5.509,7.2,480.0,6.0,['László Nemes'],['László Nemes'],['László Nemes'],['László Nemes']
8283,Amy,['Vincent McEveety'],"Mar 18, 1997","
                        
                            Walt Disney Productions
                        
                    ",['Noreen Stone'],95%,211.0,2015.0,"Biography,Documentary,Music",7.8,43313.0,7.12,7.6,684.0,7.0,['Vincent McEveety'],['Vincent McEveety'],['Vincent McEveety'],['Vincent McEveety']
10804,What We Do In The Shadows,"['Taika Waititi', 'Jemaine Clement']","Feb 13, 2015","

                                86 minutes
                            
","['Jemaine Clement', 'Taika Waititi']",96%,172.0,2015.0,,,,,,,,"['Taika Waititi', 'Jemaine Clement']","['Taika Waititi', 'Jemaine Clement']","['Taika Waititi', 'Jemaine Clement']","['Taika Waititi', 'Jemaine Clement']"
8358,Bridge of Spies,['Steven Spielberg'],"Oct 16, 2015","

                                135 minutes
                            
","['Matt Charman', 'Ethan Coen', 'Joel Coen', 'Matthew Charman']",91%,287.0,2015.0,"Drama,History,Thriller",7.6,260073.0,11.44,7.2,4143.0,10.0,['Steven Spielberg'],['Steven Spielberg'],['Steven Spielberg'],['Steven Spielberg']
8382,Anomalisa,"['Charlie Kaufman', 'Duke Johnson']","Dec 30, 2015","

                                96 minutes
                            
",['Charlie Kaufman'],92%,256.0,2015.0,"Animation,Comedy,Drama",7.3,57159.0,5.265,7.0,885.0,12.0,"['Charlie Kaufman', 'Duke Johnson']","['Charlie Kaufman', 'Duke Johnson']","['Charlie Kaufman', 'Duke Johnson']","['Charlie Kaufman', 'Duke Johnson']"
8383,Ex Machina,['Alex Garland'],"Apr 24, 2015","$19,012,798",['Alex Garland'],92%,255.0,2015.0,"Documentary,Talk-Show",7.5,127.0,18.458,7.6,7753.0,1.0,['Alex Garland'],['Alex Garland'],['Alex Garland'],['Alex Garland']
8432,About Elly,['Asghar Farhadi'],"Apr 8, 2015","$54,665",['Asghar Farhadi'],99%,70.0,2015.0,,,,7.027,7.4,179.0,2.0,['Asghar Farhadi'],['Asghar Farhadi'],['Asghar Farhadi'],['Asghar Farhadi']
8434,The Look of Silence,['Joshua Oppenheimer'],"Jul 17, 2015","$48,097",['Joshua Oppenheimer'],96%,130.0,2015.0,,,,6.3,8.1,128.0,8.0,['Joshua Oppenheimer'],['Joshua Oppenheimer'],['Joshua Oppenheimer'],['Joshua Oppenheimer']
8435,Wild Tales,['Damián Szifron'],"Feb 20, 2015","

                                122 minutes
                            
",['Damián Szifron'],95%,149.0,2015.0,,,,7.384,7.8,1494.0,8.0,['Damián Szifron'],['Damián Szifron'],['Damián Szifron'],['Damián Szifron']
4172,The Big Short,['Adam McKay'],"Dec 23, 2015","

                                130 minutes
                            
","['Adam McKay', 'Charles Randolph']",88%,310.0,2015.0,"Biography,Comedy,Drama",7.8,303837.0,16.803,7.3,4440.0,12.0,['Adam McKay'],['Adam McKay'],['Adam McKay'],['Adam McKay']
10804,The Diary Of A Teenage Girl,['Marielle Heller'],"Aug 7, 2015","

                                102 minutes
                            
","['Phoebe Gloeckner', 'Marielle Heller']",94%,156.0,2015.0,,,,,,,,['Marielle Heller'],['Marielle Heller'],['Marielle Heller'],['Marielle Heller']
10804,Ingrid Bergman in Her Own Words,"['Stig Björkman', 'Stig Bjorkman']","Nov 13, 2015","

                                114 minutes
                            
","['Stig Björkman', 'Dominika Daubenbüchel', 'Stina Gardell']",,,,,,,,,,,"['Stig Björkman', 'Stig Bjorkman']","['Stig Björkman', 'Stig Bjorkman']","['Stig Björkman', 'Stig Bjorkman']","['Stig Björkman', 'Stig Bjorkman']"
8466,Court,['Chaitanya Tamhane'],"Jul 15, 2015","

                                116 minutes
                            
",['Chaitanya Tamhane'],98%,51.0,2015.0,,,,1.686,6.7,27.0,3.0,['Chaitanya Tamhane'],['Chaitanya Tamhane'],['Chaitanya Tamhane'],['Chaitanya Tamhane']
10804,Listen To Me Marlon,['Stevan Riley'],"Jul 29, 2015","

                                102 minutes
                            
","['Stevan Riley', 'Peter Ettedgui']",96%,99.0,2015.0,,,,,,,,['Stevan Riley'],['Stevan Riley'],['Stevan Riley'],['Stevan Riley']
10804,Theeb,['Naji Abu Nowar'],"Nov 6, 2015","$128,430","['Naji Abu Nowar', 'Bassel Ghandour']",97%,70.0,2015.0,,,,,,,,['Naji Abu Nowar'],['Naji Abu Nowar'],['Naji Abu Nowar'],['Naji Abu Nowar']
10804,Welcome To Leith,"['Christopher K. Walker', 'Michael Beach Nichols']","Sep 9, 2015","

                                85 minutes
                            
","['Christopher K. Walker', 'Michael Beach Nichols']",98%,43.0,2015.0,,,,,,,,"['Christopher K. Walker', 'Michael Beach Nichols']","['Christopher K. Walker', 'Michael Beach Nichols']","['Christopher K. Walker', 'Michael Beach Nichols']","['Christopher K. Walker', 'Michael Beach Nichols']"
8504,The Second Mother,['Anna Muylaert'],"Aug 28, 2015","

                                114 minutes
                            
",['Anna Muylaert'],,,,,,,1.007,0.0,0.0,1.0,['Anna Muylaert'],['Anna Muylaert'],['Anna Muylaert'],['Anna Muylaert']
8526,Girlhood,['Liz Garbus'],"May 18, 2004","
Wellspring Media
",[],96%,76.0,2015.0,,,,0.772,7.3,6.0,10.0,['Liz Garbus'],['Liz Garbus'],['Liz Garbus'],['Liz Garbus']
10804,Heart of a Dog,['Laurie Anderson'],"Oct 21, 2015","

                                75 minutes
                            
",['Laurie Anderson'],95%,88.0,2015.0,Documentary,7.1,1822.0,,,,,['Laurie Anderson'],['Laurie Anderson'],['Laurie Anderson'],['Laurie Anderson']
8555,Appropriate Behavior,['Desiree Akhavan'],"Jan 16, 2015","

                                90 minutes
                            
",['Desiree Akhavan'],96%,56.0,2015.0,,,,3.571,6.6,45.0,3.0,['Desiree Akhavan'],['Desiree Akhavan'],['Desiree Akhavan'],['Desiree Akhavan']
8556,Steve Jobs,"['Jonathan Challis', 'Susan Crook', 'John Coffey', 'Ian Lynch']","Oct 22, 2012","

                                70 minutes
                            
",[],86%,294.0,2015.0,"Biography,Drama",7.2,137187.0,11.408,6.8,2463.0,10.0,"['Jonathan Challis', 'Susan Crook', 'John Coffey', 'Ian Lynch']","['Jonathan Challis', 'Susan Crook', 'John Coffey', 'Ian Lynch']","['Jonathan Challis', 'Susan Crook', 'John Coffey', 'Ian Lynch']","['Jonathan Challis', 'Susan Crook', 'John Coffey', 'Ian Lynch']"
8584,99 Homes,['Ramin Bahrani'],"Sep 25, 2015","

                                112 minutes
                            
","['Ramin Bahrani', 'Amir Naderi']",92%,146.0,2015.0,,,,6.333,6.8,374.0,10.0,['Ramin Bahrani'],['Ramin Bahrani'],['Ramin Bahrani'],['Ramin Bahrani']
10804,The Duke Of Burgundy,['Peter Strickland'],"Jan 23, 2015","

                                106 minutes
                            
",['Peter Strickland'],94%,95.0,2015.0,,,,,,,,['Peter Strickland'],['Peter Strickland'],['Peter Strickland'],['Peter Strickland']
8587,A Most Violent Year,['J.C. Chandor'],"Jan 30, 2015","

                                125 minutes
                            
",['J.C. Chandor'],89%,215.0,2015.0,,,,12.877,6.6,767.0,12.0,['J.C. Chandor'],['J.C. Chandor'],['J.C. Chandor'],['J.C. Chandor']
8588,The Wonders,['Avi Nesher'],"Mar 18, 2014","

                                88 minutes
                            
","['Avi Nesher', 'Shaanan Street']",95%,65.0,2015.0,,,,1.4,6.3,5.0,6.0,['Avi Nesher'],['Avi Nesher'],['Avi Nesher'],['Avi Nesher']
8609,The Salt of the Earth,"['Wim Wenders', 'Juliano Ribeiro Salgado']","Mar 27, 2015","$744,582","['Wim Wenders', 'Juliano Ribeiro Salgado', 'David Rosier']",94%,89.0,2015.0,"Drama,Horror,Short",7.3,15.0,5.179,8.3,263.0,9.0,"['Wim Wenders', 'Juliano Ribeiro Salgado']","['Wim Wenders', 'Juliano Ribeiro Salgado']","['Wim Wenders', 'Juliano Ribeiro Salgado']","['Wim Wenders', 'Juliano Ribeiro Salgado']"
8618,Straight Outta Compton,['F. Gary Gray'],"Aug 14, 2015","$129,402,415","['Jonathan Herman', 'Andrea Berloff']",88%,231.0,2015.0,"Biography,Drama,History",7.9,163596.0,9.451,7.7,1992.0,8.0,['F. Gary Gray'],['F. Gary Gray'],['F. Gary Gray'],['F. Gary Gray']
8619,Beasts of No Nation,['Cary Joji Fukunaga'],"Oct 16, 2015","

                                120 minutes
                            
",['Cary Joji Fukunaga'],92%,133.0,2015.0,"Drama,War",7.8,62723.0,6.508,7.6,854.0,9.0,['Cary Joji Fukunaga'],['Cary Joji Fukunaga'],['Cary Joji Fukunaga'],['Cary Joji Fukunaga']
8620,Slow West,['John M. Maclean'],"May 15, 2015","

                                84 minutes
                            
",['John M. Maclean'],92%,131.0,2015.0,"Adventure,Western",6.9,37754.0,8.53,6.7,525.0,4.0,['John M. Maclean'],['John M. Maclean'],['John M. Maclean'],['John M. Maclean']
10804,The End Of The Tour,['James Ponsoldt'],"Jul 31, 2015","

                                105 minutes
                            
",['Donald Margulies'],91%,149.0,2015.0,,,,,,,,['James Ponsoldt'],['James Ponsoldt'],['James Ponsoldt'],['James Ponsoldt']
8624,The Wrecking Crew,['Albert Pyun'],"Jan 1, 1999","

                                90 minutes
                            
",['Andrew Markell'],94%,68.0,2015.0,,,,2.415,7.5,35.0,3.0,['Albert Pyun'],['Albert Pyun'],['Albert Pyun'],['Albert Pyun']
8627,We Are Still Here,['Ted Geoghegan'],"Jun 5, 2015","

                                84 minutes
                            
",['Ted Geoghegan'],95%,43.0,2015.0,Horror,5.7,15328.0,6.444,5.6,259.0,6.0,['Ted Geoghegan'],['Ted Geoghegan'],['Ted Geoghegan'],['Ted Geoghegan']
8629,Clouds of Sils Maria,['Olivier Assayas'],"Apr 10, 2015","

                                124 minutes
                            
",['Olivier Assayas'],90%,164.0,2015.0,,,,8.091,6.7,417.0,8.0,['Olivier Assayas'],['Olivier Assayas'],['Olivier Assayas'],['Olivier Assayas']
8630,Man from Reno,['Dave Boyle'],"Mar 27, 2015","
First Pond Entertainment
","['Dave Boyle', 'Joel Clark', 'Michael Lerman']",95%,40.0,2015.0,,,,1.09,6.1,19.0,3.0,['Dave Boyle'],['Dave Boyle'],['Dave Boyle'],['Dave Boyle']
8635,Queen of Earth,['Alex Ross Perry'],"Aug 26, 2015","

                                90 minutes
                            
",['Alex Ross Perry'],93%,80.0,2015.0,"Drama,Thriller",6.3,5130.0,4.848,6.1,83.0,8.0,['Alex Ross Perry'],['Alex Ross Perry'],['Alex Ross Perry'],['Alex Ross Perry']
8638,Trainwreck,['Judd Apatow'],"Jul 17, 2015","

                                129 minutes
                            
",['Amy Schumer'],85%,269.0,2015.0,"Comedy,Drama,Romance",6.2,120725.0,15.468,5.8,1681.0,7.0,['Judd Apatow'],['Judd Apatow'],['Judd Apatow'],['Judd Apatow']
8641,The Hunting Ground,['Kirby Dick'],"Feb 27, 2015","$185,328",['Kirby Dick'],93%,72.0,2015.0,Documentary,7.4,5558.0,5.246,7.7,89.0,2.0,['Kirby Dick'],['Kirby Dick'],['Kirby Dick'],['Kirby Dick']
10804,Boy and the World,['Alê Abreu'],"Dec 11, 2015","$47,618",['Alê Abreu'],,,,,,,,,,,['Alê Abreu'],['Alê Abreu'],['Alê Abreu'],['Alê Abreu']
8669,James White,['Josh Mond'],"Nov 13, 2015","$101,368",['Josh Mond'],92%,73.0,2015.0,Drama,7.1,5133.0,4.643,6.4,57.0,1.0,['Josh Mond'],['Josh Mond'],['Josh Mond'],['Josh Mond']
8672,The Peanuts Movie,['Steve Martino'],"Nov 6, 2015","$106,132,048","['Bryan Schulz', 'Craig Schulz', 'Charles M. Schulz', 'Cornelius Uliano']",87%,190.0,2015.0,"Animation,Comedy,Drama",7.1,38796.0,9.787,6.6,860.0,11.0,['Steve Martino'],['Steve Martino'],['Steve Martino'],['Steve Martino']
8674,Mississippi Grind,"['Ryan Fleck', 'Anna Boden']","Sep 25, 2015","$129,747","['Ryan Fleck', 'Anna Boden']",90%,115.0,2015.0,"Comedy,Drama",6.4,16852.0,6.502,6.0,218.0,7.0,"['Ryan Fleck', 'Anna Boden']","['Ryan Fleck', 'Anna Boden']","['Ryan Fleck', 'Anna Boden']","['Ryan Fleck', 'Anna Boden']"
8676,Bone Tomahawk,['S. Craig Zahler'],"Oct 23, 2015","

                                133 minutes
                            
",['S. Craig Zahler'],91%,87.0,2015.0,"Adventure,Drama,Horror",7.1,67487.0,11.067,6.7,870.0,10.0,['S. Craig Zahler'],['S. Craig Zahler'],['S. Craig Zahler'],['S. Craig Zahler']
8678,Ant-Man,['Peyton Reed'],"Jul 17, 2015","$138,002,223","['Joe Cornish', 'Edgar Wright', 'Adam McKay', 'Paul Rudd', 'Stan Lee', 'Larry Lieber', 'Jack Kirby']",82%,303.0,2015.0,"Action,Adventure,Comedy",7.3,481626.0,39.195,7.1,11218.0,7.0,['Peyton Reed'],['Peyton Reed'],['Peyton Reed'],['Peyton Reed']
285,Sunshine Superman,['Marah Strauch'],"May 22, 2015","$83,537",['Marah Strauch'],92%,59.0,2015.0,,,,1.807,7.8,11.0,5.0,['Marah Strauch'],['Marah Strauch'],['Marah Strauch'],['Marah Strauch']
10804,Disneynature Monkey Kingdom,"['Mark Linfield', 'Alastair Fothergill']","Sep 15, 2015","

                                85 minutes
                            
",[],92%,53.0,2015.0,,,,,,,,"['Mark Linfield', 'Alastair Fothergill']","['Mark Linfield', 'Alastair Fothergill']","['Mark Linfield', 'Alastair Fothergill']","['Mark Linfield', 'Alastair Fothergill']"
8722,Cartel Land,['Matthew Heineman'],"Mar 29, 2016","
The Orchard
",[],90%,98.0,2015.0,Documentary,7.4,16497.0,4.9,7.3,222.0,7.0,['Matthew Heineman'],['Matthew Heineman'],['Matthew Heineman'],['Matthew Heineman']
8723,Mommy,['Max Allan Collins'],"Nov 21, 1994","

                                89 minutes
                            
",['Max Allan Collins'],89%,122.0,2015.0,Short,7.6,9.0,9.396,8.3,1323.0,5.0,['Max Allan Collins'],['Max Allan Collins'],['Max Allan Collins'],['Max Allan Collins']
10804,The Lady In The Van,['Nicholas Hytner'],"Dec 4, 2015","

                                104 minutes
                            
",['Alan Bennett'],88%,144.0,2015.0,,,,,,,,['Nicholas Hytner'],['Nicholas Hytner'],['Nicholas Hytner'],['Nicholas Hytner']
10804,When Marnie Was There,['Hiromasa Yonebayashi'],"May 22, 2015","$463,187","['Keiko Niwa', 'Hiromasa Yonebayashi', 'Masashi Ando']",90%,93.0,2015.0,,,,,,,,['Hiromasa Yonebayashi'],['Hiromasa Yonebayashi'],['Hiromasa Yonebayashi'],['Hiromasa Yonebayashi']
8783,White God,['Kornél Mundruczó'],"Mar 27, 2015","

                                117 minutes
                            
","['Kata Wéber', 'Kornél Mundruczó', 'Viktoria Petranyi']",89%,106.0,2015.0,,,,5.51,6.8,150.0,6.0,['Kornél Mundruczó'],['Kornél Mundruczó'],['Kornél Mundruczó'],['Kornél Mundruczó']
8810,Arrival,['David Schmoeller'],"Sep 5, 1991","
                        
                            Del Mar Entertainment
                        
                    ",['Daniel Ljoka'],94%,394.0,2016.0,"Drama,Mystery,Sci-Fi",7.9,503277.0,21.892,7.4,10003.0,11.0,['David Schmoeller'],['David Schmoeller'],['David Schmoeller'],['David Schmoeller']
8830,Manchester by the Sea,['Kenneth Lonergan'],"Dec 16, 2016","$47,695,120",['Kenneth Lonergan'],96%,323.0,2016.0,Drama,7.8,210664.0,13.392,7.5,3036.0,11.0,['Kenneth Lonergan'],['Kenneth Lonergan'],['Kenneth Lonergan'],['Kenneth Lonergan']
8831,La La Land,['Damien Chazelle'],"Dec 9, 2016","$151,058,124",['Damien Chazelle'],91%,421.0,2016.0,"Comedy,Drama,Music",8.0,426025.0,17.977,7.9,9669.0,11.0,['Damien Chazelle'],['Damien Chazelle'],['Damien Chazelle'],['Damien Chazelle']
8851,Zootopia,"['Byron Howard', 'Rich Moore', 'Jared Bush']","Mar 4, 2016","$341,264,012","['Jared Bush', 'Phil Johnston']",97%,274.0,2016.0,"Adventure,Animation,Comedy",8.0,375670.0,30.172,7.7,9608.0,2.0,"['Byron Howard', 'Rich Moore', 'Jared Bush']","['Byron Howard', 'Rich Moore', 'Jared Bush']","['Byron Howard', 'Rich Moore', 'Jared Bush']","['Byron Howard', 'Rich Moore', 'Jared Bush']"
2886,Hell or High Water,['David Mackenzie'],"Aug 12, 2016","$26,973,524",['Taylor Sheridan'],97%,262.0,2016.0,"Action,Crime,Drama",7.6,172326.0,14.028,7.3,2357.0,8.0,['David Mackenzie'],['David Mackenzie'],['David Mackenzie'],['David Mackenzie']
1714,Finding Dory,"['Andrew Stanton', 'Angus MacLane']","Jun 17, 2016","$486,292,984","['Andrew Stanton', 'Victoria Strouse']",94%,314.0,2016.0,"Adventure,Animation,Comedy",7.3,209711.0,15.82,7.0,7572.0,6.0,"['Andrew Stanton', 'Angus MacLane']","['Andrew Stanton', 'Angus MacLane']","['Andrew Stanton', 'Angus MacLane']","['Andrew Stanton', 'Angus MacLane']"
8885,Paterson,['Jim Jarmusch'],"Dec 28, 2016","$2,141,423",['Jim Jarmusch'],96%,243.0,2016.0,"Comedy,Drama,Romance",7.4,53643.0,6.458,7.0,681.0,11.0,['Jim Jarmusch'],['Jim Jarmusch'],['Jim Jarmusch'],['Jim Jarmusch']
8896,Kubo and the Two Strings,['Travis Knight'],"Aug 19, 2016","$48,019,281","['Marc Haimes', 'Chris Butler']",97%,209.0,2016.0,"Action,Adventure,Animation",7.8,103592.0,20.311,7.7,1935.0,8.0,['Travis Knight'],['Travis Knight'],['Travis Knight'],['Travis Knight']
8897,The Nice Guys,['Shane Black'],"May 20, 2016","$32,261,515","['Shane Black', 'Anthony Bagarozzi']",93%,295.0,2016.0,"Action,Comedy,Crime",7.4,235619.0,14.532,7.1,4057.0,5.0,['Shane Black'],['Shane Black'],['Shane Black'],['Shane Black']
8918,Things to Come,['William Cameron Menzies'],"May 2, 1936","

                                92 minutes
                            
","['H. G. Wells', 'H.G. Wells']",,,,,,,5.559,6.5,76.0,2.0,['William Cameron Menzies'],['William Cameron Menzies'],['William Cameron Menzies'],['William Cameron Menzies']
6793,The Witch,['Damiano Damiani'],"Apr 14, 1966","

                                103 minutes
                            
","['Ugo Liberatore', 'Damiano Damiani']",91%,311.0,2016.0,,,,1.171,6.0,7.0,12.0,['Damiano Damiani'],['Damiano Damiani'],['Damiano Damiani'],['Damiano Damiani']
7308,Hunt for the Wilderpeople,['Taika Waititi'],"Jun 24, 2016","$5,202,582",['Taika Waititi'],96%,187.0,2016.0,"Adventure,Comedy,Drama",7.9,85639.0,18.305,7.8,874.0,3.0,['Taika Waititi'],['Taika Waititi'],['Taika Waititi'],['Taika Waititi']
10804,Eye In The Sky,['Gavin Hood'],"Apr 1, 2016","$16,641,379",['Guy Hibbert'],95%,202.0,2016.0,,,,,,,,['Gavin Hood'],['Gavin Hood'],['Gavin Hood'],['Gavin Hood']
8963,The Handmaiden,['Chan-wook Park'],"Oct 21, 2016","$2,004,919","['Chan-wook Park', 'Seo-Kyung Chung', 'Chung Seo-Kyung']",,,,,,,11.237,8.3,1133.0,6.0,['Chan-wook Park'],['Chan-wook Park'],['Chan-wook Park'],['Chan-wook Park']
8965,Sing Street,['John Carney'],"Apr 15, 2016","$3,233,839",['John Carney'],95%,199.0,2016.0,"Comedy,Drama,Music",8.0,73399.0,9.436,8.0,1157.0,3.0,['John Carney'],['John Carney'],['John Carney'],['John Carney']
8983,Cameraperson,['Kirsten Johnson'],"Feb 7, 2017","

                                102 minutes
                            
",[],99%,98.0,2016.0,Documentary,7.4,1861.0,1.416,7.5,24.0,9.0,['Kirsten Johnson'],['Kirsten Johnson'],['Kirsten Johnson'],['Kirsten Johnson']
9004,Weiner,"['Elyse Steinberg', 'Josh Kriegman']","May 20, 2016","$1,675,196","['Elyse Steinberg', 'Josh Kriegman', 'Eli Despres']",96%,163.0,2016.0,Documentary,7.6,8922.0,5.067,7.5,96.0,5.0,"['Elyse Steinberg', 'Josh Kriegman']","['Elyse Steinberg', 'Josh Kriegman']","['Elyse Steinberg', 'Josh Kriegman']","['Elyse Steinberg', 'Josh Kriegman']"
10804,Under The Shadow,['Babak Anvari'],"Oct 7, 2016","$25,832",['Babak Anvari'],99%,85.0,2016.0,,,,,,,,['Babak Anvari'],['Babak Anvari'],['Babak Anvari'],['Babak Anvari']
4555,10 Cloverfield Lane,['Dan Trachtenberg'],"Mar 11, 2016","$59,481,553","['Josh Campbell', 'Matthew Stuecken', 'Damien Chazelle']",90%,294.0,2016.0,"Drama,Horror,Mystery",7.2,256810.0,12.694,6.9,4475.0,3.0,['Dan Trachtenberg'],['Dan Trachtenberg'],['Dan Trachtenberg'],['Dan Trachtenberg']
